date,hours_after_sunset,risk,reward,bat_landing_to_food,habit,seconds_after_rat_arrival,season,food_availability,rat_arrival_number,bat_landing_number
2018-04-20,8.5,0,1,2.0,fast,547,1,3.0,1.0,21.0
2018-04-20,8.5,0,1,1.0,fast,573,1,3.0,1.0,21.0
2018-04-20,8.5,0,1,3.0,fast,591,1,3.0,1.0,21.0
2018-04-20,8.5,0,1,3.0,pick,621,1,3.0,1.0,21.0
2018-04-20,9.0,0,1,3.0,fast,330,1,3.0,0.0,9.0
2018-04-20,9.0,0,1,0.068554286,fast,487,1,3.0,0.0,9.0
2018-04-20,9.0,0,1,3.0,pick,522,1,3.0,0.0,9.0
2018-04-21,0.5,1,0,4.0,rat,24,1,3.0756396,2.0,45.0
2018-04-21,0.5,0,1,1.0,fast,17,1,3.0756396,2.0,45.0
2018-04-21,1.0,1,1,20.0,pick_and_others,108,1,3.0,0.0,25.0
2018-04-21,1.0,1,0,9.0,rat,130,1,3.0,0.0,25.0
2018-04-21,1.0,1,1,54.0,pick_and_others,474,1,3.0,0.0,25.0
2018-04-21,3.5,0,1,1.0,fast,7,1,2.947076613,1.0,75.0
2018-04-21,3.5,0,1,25.0,pick,22,1,2.947076613,1.0,75.0
2018-04-21,3.5,1,1,14.0,pick_and_others,88,1,2.947076613,1.0,75.0
2018-04-21,4.0,1,0,8.0,bat,97,1,2.546875,1.0,42.0
2018-04-21,4.0,0,1,6.0,pick,102,1,2.546875,1.0,42.0
2018-04-21,4.5,1,1,26.0,pick_and_others,112,1,2.105846774,1.0,56.0
2018-04-21,4.5,0,1,6.0,pick,126,1,2.105846774,1.0,56.0
2018-04-21,4.5,1,1,24.0,pick_and_bat,196,1,2.105846774,1.0,56.0
2018-04-21,4.5,0,1,1.0,fast,258,1,2.105846774,1.0,56.0
2018-04-21,4.5,0,1,19.0,fast,287,1,2.105846774,1.0,56.0
2018-04-22,6.0,0,1,3.0,fast,0,1,2.0,3.0,57.0
2018-04-22,6.0,0,1,6.0,pick,14,1,2.0,3.0,57.0
2018-04-22,6.0,0,1,1.0,fast,48,1,2.0,3.0,57.0
2018-04-22,6.5,1,0,7.0,bats,28,1,2.0,2.0,49.0
2018-04-22,6.5,0,1,1.0,pick,59,1,2.0,2.0,49.0
2018-04-22,6.5,1,0,16.0,bats,109,1,2.0,2.0,49.0
2018-04-22,7.0,0,1,11.0,pick,23,1,2.0,1.0,46.0
2018-04-22,7.0,0,1,18.0,pick,141,1,2.0,1.0,46.0
2018-04-22,7.0,0,1,2.0,pick,191,1,2.0,1.0,46.0
2018-04-22,8.5,0,1,2.0,fast,309,1,2.0,2.0,24.0
2018-04-22,8.5,0,1,1.0,fast,482,1,2.0,2.0,24.0
2018-04-22,8.5,0,1,7.0,pick,501,1,2.0,2.0,24.0
2018-04-22,8.5,0,1,6.0,pick,659,1,2.0,2.0,24.0
2018-04-22,8.5,0,1,5.0,fast,707,1,2.0,2.0,24.0
2018-04-22,8.5,0,1,2.0,fast,722,1,2.0,2.0,24.0
2018-04-22,8.5,1,0,23.0,bat_and_rat,734,1,2.0,2.0,24.0
2018-04-22,8.5,1,1,13.0,pick_and_rat,769,1,2.0,2.0,24.0
2018-04-22,10.0,0,1,2.0,fast,372,1,2.0,5.0,10.0
2018-04-18,10.0,0,1,1.0,fast,263,1,2.0,1.0,6.0
2018-04-28,-0.0,0,1,0.025345863,fast,2,1,3.442622951,2.0,21.0
2018-04-28,-0.0,0,1,0.096196,fast,76,1,3.442622951,2.0,21.0
2018-04-28,-0.0,0,1,0.063701466,pick,91,1,3.442622951,2.0,21.0
2018-04-28,1.5,0,1,0.094784549,fast,105,1,3.0,2.0,25.0
2018-04-28,1.5,1,0,0.014184241,rat,383,1,3.0,2.0,25.0
2018-04-28,2.0,1,0,9.0,rat,0,1,3.0,2.0,35.0
2018-04-28,2.0,1,1,28.0,rat_and_pick,46,1,3.0,2.0,35.0
2018-04-28,3.5,0,1,1.0,fast,85,1,3.0,1.0,54.0
2018-04-28,4.0,0,1,5.0,fast,188,1,3.0,1.0,76.0
2018-04-28,4.0,1,0,0.047647063,bat_fight,0,1,3.0,1.0,76.0
2018-04-28,4.0,1,0,0.090449811,rat,63,1,3.0,1.0,76.0
2018-04-28,4.0,0,1,3.0,fast,139,1,3.0,1.0,76.0
2018-04-28,4.0,0,1,14.0,pick,171,1,3.0,1.0,76.0
2018-04-29,5.0,1,0,17.0,rat,28,1,2.465517241,1.0,89.0
2018-04-29,5.0,1,0,20.0,rat,82,1,2.465517241,1.0,89.0
2018-04-29,5.0,1,0,0.099179779,rat,206,1,2.465517241,1.0,89.0
2018-04-29,5.0,0,1,11.0,pick,309,1,2.465517241,1.0,89.0
2018-04-29,5.5,0,1,2.0,fast,8,1,2.043381535,3.0,100.0
2018-04-29,5.5,1,0,0.043720185,rat,11,1,2.043381535,3.0,100.0
2018-04-29,5.5,1,0,2.0,rat,47,1,2.043381535,3.0,100.0
2018-04-29,5.5,1,0,6.0,rat,66,1,2.043381535,3.0,100.0
2018-04-29,5.5,1,0,5.0,rat_and_bat,78,1,2.043381535,3.0,100.0
2018-04-29,5.5,0,1,3.0,fast,87,1,2.043381535,3.0,100.0
2018-04-29,6.0,1,0,0.069546705,rat,132,1,2.0,2.0,78.0
2018-04-29,6.0,1,0,0.035887407,bat,143,1,2.0,2.0,78.0
2018-04-29,6.0,0,1,5.0,pick,172,1,2.0,2.0,78.0
2018-04-29,6.0,0,1,6.0,fast,182,1,2.0,2.0,78.0
2018-04-29,6.0,0,1,0.087634798,fast,206,1,2.0,2.0,78.0
2018-04-29,6.0,0,1,3.0,fast,211,1,2.0,2.0,78.0
2018-04-29,6.0,0,1,0.038141769,pick,5,1,2.0,2.0,78.0
2018-04-29,6.0,1,1,0.09694048,bat_and_pick_far,38,1,2.0,2.0,78.0
2018-04-29,6.0,0,1,2.0,fast,58,1,2.0,2.0,78.0
2018-04-29,6.0,0,1,2.0,fast,119,1,2.0,2.0,78.0
2018-04-29,6.5,0,1,4.0,fast,105,1,2.0,1.0,78.0
2018-04-29,6.5,0,1,5.0,pick,180,1,2.0,1.0,78.0
2018-04-29,6.5,0,1,3.0,fast,187,1,2.0,1.0,78.0
2018-04-29,6.5,0,1,5.0,pick,247,1,2.0,1.0,78.0
2018-04-29,6.5,0,1,0.020820512,fast,252,1,2.0,1.0,78.0
2018-04-29,6.5,1,0,9.0,bat,419,1,2.0,1.0,78.0
2018-04-29,6.5,0,1,1.0,fast_far,436,1,2.0,1.0,78.0
2018-04-29,6.5,0,1,21.0,pick,572,1,2.0,1.0,78.0
2018-04-29,6.5,1,0,4.0,bat,592,1,2.0,1.0,78.0
2018-04-29,7.5,0,1,1.0,fast,36,1,1.897849462,3.0,41.0
2018-04-29,7.5,0,1,31.0,pick,80,1,1.897849462,3.0,41.0
2018-04-29,7.5,0,1,6.0,pick,169,1,1.897849462,3.0,41.0
2018-04-29,7.5,1,0,2.0,bat,452,1,1.897849462,3.0,41.0
2018-04-29,7.5,1,1,0.071250736,bat_and_pick,466,1,1.897849462,3.0,41.0
2018-04-29,7.5,0,1,4.0,pick,485,1,1.897849462,3.0,41.0
2018-04-29,7.5,0,1,7.0,pick,499,1,1.897849462,3.0,41.0
2018-04-29,8.0,0,1,3.0,fast,783,1,1.433333333,2.0,29.0
2018-04-29,8.0,1,1,0.014550835,pick_and_all,903,1,1.433333333,2.0,29.0
2018-04-29,8.5,1,0,2.0,bat,26,1,1.035483871,4.0,18.0
2018-04-29,8.5,0,1,12.0,pick,63,1,1.035483871,4.0,18.0
2018-04-29,8.5,1,0,0.025349973,bats,402,1,1.035483871,4.0,18.0
2018-04-29,8.5,1,0,0.094601342,rat,708,1,1.035483871,4.0,18.0
2018-04-29,8.5,1,1,26.0,rat_pick,740,1,1.035483871,4.0,18.0
2018-04-29,9.5,0,1,0.044300625,fast,192,1,1.0,4.0,7.0
2018-04-29,9.5,0,1,0.09536188,fast,315,1,1.0,4.0,7.0
2018-04-29,9.5,0,1,0.091074825,fast,109,1,1.0,4.0,7.0
2018-04-28,4.0,0,1,2.0,fast,44,1,3.0,1.0,76.0
2018-04-28,4.0,0,1,1.0,pick,60,1,3.0,1.0,76.0
2018-04-29,7.5,0,1,1.0,fast,66,1,1.897849462,3.0,41.0
2018-04-29,8.0,0,0,2.0,fight,902,1,1.433333333,2.0,29.0
2018-04-29,1.5,0,1,0.017597713,fast,389,1,3.104218362,1.0,17.0
2018-04-29,1.5,0,1,0.032534418,fast,695,1,3.104218362,1.0,17.0
2018-04-29,1.5,0,1,4.0,fast,710,1,3.104218362,1.0,17.0
2018-04-29,1.5,1,1,14.0,bat_rat_pick,759,1,3.104218362,1.0,17.0
2018-04-29,3.5,1,0,20.0,rat_and_bat,4,1,2.914905451,1.0,53.0
2018-04-29,3.5,0,1,2.0,fast,9,1,2.914905451,1.0,53.0
2018-04-29,3.5,1,0,36.0,rat,67,1,2.914905451,1.0,53.0
2018-04-29,3.5,1,0,8.0,rat,144,1,2.914905451,1.0,53.0
2018-04-29,3.5,1,0,0.097800752,rat,184,1,2.914905451,1.0,53.0
2018-04-29,3.5,1,0,0.063312201,bat_fight,428,1,2.914905451,1.0,53.0
2018-04-29,3.5,1,1,18.0,bat_pick,490,1,2.914905451,1.0,53.0
2018-04-29,3.5,0,1,2.0,fast,521,1,2.914905451,1.0,53.0
2018-04-29,3.5,1,1,5.0,rat_and_pick,529,1,2.914905451,1.0,53.0
2018-04-29,4.0,0,1,0.078489345,fast,776,1,2.448275862,0.0,49.0
2018-04-30,6.0,1,1,22.0,pick_bat,239,1,2.0,1.0,45.0
2018-04-30,6.0,1,1,46.0,pick_bat,257,1,2.0,1.0,45.0
2018-04-30,6.0,1,1,9.0,pick_bat,290,1,2.0,1.0,45.0
2018-04-30,6.0,0,1,4.0,fast,304,1,2.0,1.0,45.0
2018-04-30,6.0,1,1,0.085746166,rat_pick,315,1,2.0,1.0,45.0
2018-04-30,6.0,0,1,4.0,pick,323,1,2.0,1.0,45.0
2018-04-30,6.0,1,0,0.040027684,rat,407,1,2.0,1.0,45.0
2018-04-30,6.5,0,1,0.076567662,fast,633,1,2.0,0.0,53.0
2018-04-30,6.5,1,0,0.072746343,bat_and_rat,800,1,2.0,0.0,53.0
2018-04-30,6.5,1,0,0.055695432,bat_and_rat,808,1,2.0,0.0,53.0
2018-04-30,6.5,1,0,33.0,bat_and_rat,816,1,2.0,0.0,53.0
2018-04-30,6.5,1,1,39.0,pick_and_bat,844,1,2.0,0.0,53.0
2018-04-30,6.5,0,1,3.0,fast,925,1,2.0,0.0,53.0
2018-04-30,7.5,0,1,0.094277126,fast,63,1,1.901144641,1.0,32.0
2018-04-30,7.5,0,1,1.0,fast,91,1,1.901144641,1.0,32.0
2018-04-30,7.5,0,1,7.0,pick,162,1,1.901144641,1.0,32.0
2018-04-30,7.5,0,1,0.037865482,fast,191,1,1.901144641,1.0,32.0
2018-04-30,7.5,0,1,4.0,fast,222,1,1.901144641,1.0,32.0
2018-04-30,7.5,1,1,0.037828205,bat_and_pick,291,1,1.901144641,1.0,32.0
2018-04-30,7.5,1,1,22.0,bat_and_pick,288,1,1.901144641,1.0,32.0
2018-04-30,7.5,0,1,0.099086619,fast,624,1,1.901144641,1.0,32.0
2018-04-30,7.5,1,1,0.033212611,bat_and_pick,630,1,1.901144641,1.0,32.0
2018-04-30,7.5,1,0,0.096084094,bat_and_rat,878,1,1.901144641,1.0,32.0
2018-04-30,8.5,1,1,7.0,bat_and_pick,605,1,1.047346514,1.0,10.0
2018-04-30,8.5,0,1,6.0,pick,653,1,1.047346514,1.0,10.0
2018-04-30,6.5,1,0,5.0,rat_and_bat,445,1,2.0,0.0,53.0
2018-04-27,2.5,1,0,8.0,rat,47,1,3.0,5.0,64.0
2018-04-27,2.5,1,0,5.0,rat,199,1,3.0,5.0,64.0
2018-04-27,3.5,1,0,1.0,rat,127,1,3.0,2.0,39.0
2018-04-27,3.5,0,1,2.0,fast,18,1,3.0,2.0,39.0
2018-04-27,3.5,0,1,1.0,fast,79,1,3.0,2.0,39.0
2018-04-27,4.0,0,1,2.0,fast,105,1,3.0,1.0,54.0
2018-04-27,4.0,1,1,5.0,pick_and_others,576,1,3.0,1.0,54.0
2018-04-27,4.0,1,0,13.0,bats,592,1,3.0,1.0,54.0
2018-04-27,4.0,1,0,15.0,bats,623,1,3.0,1.0,54.0
2018-04-27,4.0,0,1,1.0,fast,35,1,3.0,1.0,54.0
2018-04-27,4.0,0,1,3.0,fast,74,1,3.0,1.0,54.0
2018-04-27,4.0,0,1,2.0,fast,120,1,3.0,1.0,54.0
2018-04-27,4.5,0,1,6.0,pick,23,1,3.0,1.0,66.0
2018-04-28,5.0,1,1,11.0,rat_and_pick,174,1,3.0,4.0,56.0
2018-04-28,5.0,1,0,3.0,rat,330,1,3.0,4.0,56.0
2018-04-28,5.0,0,1,6.0,pick,363,1,3.0,4.0,56.0
2018-04-28,5.0,1,0,5.0,bat_fight,365,1,3.0,4.0,56.0
2018-04-28,5.0,0,1,2.0,fast,373,1,3.0,4.0,56.0
2018-04-28,5.0,0,1,4.0,pick,401,1,3.0,4.0,56.0
2018-04-28,5.0,1,0,1.0,rat,408,1,3.0,4.0,56.0
2018-04-28,5.0,1,0,7.0,rat,434,1,3.0,4.0,56.0
2018-04-28,5.0,0,1,6.0,pick,449,1,3.0,4.0,56.0
2018-04-28,5.0,1,1,5.0,pick_and_rat,496,1,3.0,4.0,56.0
2018-04-28,5.0,0,1,18.0,pick,497,1,3.0,4.0,56.0
2018-04-28,5.0,0,1,3.0,fast,520,1,3.0,4.0,56.0
2018-04-28,5.0,1,0,10.0,bat_and_rat,544,1,3.0,4.0,56.0
2018-04-28,6.0,0,1,1.0,fast,19,1,3.0,1.0,71.0
2018-04-28,6.0,0,1,0.063724824,fast,35,1,3.0,1.0,71.0
2018-04-28,6.0,0,1,6.0,pick,74,1,3.0,1.0,71.0
2018-04-28,7.0,0,1,4.0,pick,90,1,3.0,3.0,51.0
2018-04-28,7.0,1,0,5.0,rat_disappear,60,1,3.0,3.0,51.0
2018-04-28,7.0,0,1,0.026148246,fast,90,1,3.0,3.0,51.0
2018-04-28,7.5,1,1,7.0,pick_and_bat,120,1,2.935104364,2.0,47.0
2018-04-28,7.5,0,1,7.0,pick,128,1,2.935104364,2.0,47.0
2018-04-28,7.5,0,1,0.08833199,fast,139,1,2.935104364,2.0,47.0
2018-04-28,7.5,0,1,8.0,pick,170,1,2.935104364,2.0,47.0
2018-04-28,7.5,1,1,28.0,pick_and_others,195,1,2.935104364,2.0,47.0
2018-04-28,7.5,0,1,6.0,pick,211,1,2.935104364,2.0,47.0
2018-04-28,8.0,1,0,15.0,rat_and_bat,31,1,2.611764706,3.0,30.0
2018-04-28,8.0,0,1,2.0,fast,45,1,2.611764706,3.0,30.0
2018-04-28,8.5,0,1,3.0,fast,194,1,2.258823529,2.0,6.0
2018-04-28,8.5,0,1,3.0,fast,172,1,2.258823529,2.0,6.0
2018-04-28,10.0,1,0,17.0,rat,115,1,2.0,4.0,10.0
2018-04-28,10.0,0,1,1.0,pick,370,1,2.0,4.0,10.0
2018-04-28,10.5,0,1,3.0,fast,56,1,2.0,2.0,10.0
2018-04-19,5.0,0,1,7.0,pick,59,1,3.589285714,1.0,46.0
2018-04-19,6.0,0,1,3.0,fast,187,1,2.55,1.0,42.0
2018-04-19,9.5,1,0,8.0,rat,200,1,2.0,1.0,13.0
2018-04-19,9.5,0,1,1.0,fast,210,1,2.0,1.0,13.0
2018-04-19,9.5,0,1,5.0,pick,274,1,2.0,1.0,13.0
2018-04-19,9.5,0,1,14.0,pick,280,1,2.0,1.0,13.0
2018-04-30,2.0,1,0,2.0,rat,38,1,3.0,2.0,29.0
2018-04-30,2.0,1,0,2.0,bats,109,1,3.0,2.0,29.0
2018-04-30,2.0,1,1,50.0,bat_and_pick,299,1,3.0,2.0,29.0
2018-04-30,3.0,1,0,6.0,bat_fight,139,1,3.0,1.0,13.0
2018-04-30,3.0,0,1,11.0,pick,228,1,3.0,1.0,13.0
2018-04-30,3.0,1,0,13.0,bat,407,1,3.0,1.0,13.0
2018-04-30,3.5,1,0,32.0,rat,359,1,3.0,2.0,18.0
2018-04-30,4.0,0,1,36.0,pick,0,1,3.0,1.0,41.0
2018-04-30,4.0,1,0,4.0,bat_fight,616,1,3.0,1.0,41.0
2018-04-30,4.0,1,0,9.0,bat_fight,655,1,3.0,1.0,41.0
2018-04-30,4.0,1,0,12.0,bat_fight,673,1,3.0,1.0,41.0
2018-04-30,4.0,1,1,11.0,bat_pick,685,1,3.0,1.0,41.0
2018-04-30,4.0,0,1,2.0,fast,773,1,3.0,1.0,41.0
2018-04-22,0.5,1,0,5.0,bat,9,1,3.11143695,1.0,13.0
2018-04-22,0.5,0,1,2.0,fast,203,1,3.11143695,1.0,13.0
2018-04-23,5.0,0,1,7.0,pick,161,1,2.0,0.0,73.0
2018-04-23,5.0,0,1,2.0,pick,238,1,2.0,0.0,73.0
2018-04-23,5.5,0,1,5.0,fast,64,1,1.943548387,2.0,61.0
2018-04-23,5.5,0,1,4.0,pick,174,1,1.943548387,2.0,61.0
2018-04-23,5.5,0,1,4.0,pick,263,1,1.943548387,2.0,61.0
2018-04-23,5.5,0,1,16.0,pick,276,1,1.943548387,2.0,61.0
2018-04-23,6.0,0,1,1.0,fast,105,1,1.516666667,3.0,60.0
2018-04-23,6.0,0,1,2.0,fast,183,1,1.516666667,3.0,60.0
2018-04-23,6.5,0,1,3.0,pick,1,1,1.133333333,2.0,56.0
2018-04-23,5.5,0,1,4.0,pick,161,1,1.943548387,2.0,61.0
2018-04-25,0.0,1,1,30.0,pick_and_rat,57,1,4.0,1.0,7.0
2018-04-25,0.0,0,1,28.0,pick,433,1,4.0,1.0,7.0
2018-04-23,0.5,0,1,2.0,fast_and_pick,5,1,3.949388209,1.0,52.0
2018-04-20,0.0,0,1,1.0,fast,254,1,3.555555556,1.0,20.0
2018-04-20,0.0,0,1,5.0,fast,383,1,3.555555556,1.0,20.0
2018-04-20,0.0,0,1,0.039481249,fast,440,1,3.555555556,1.0,20.0
2018-04-20,2.0,1,0,37.0,rat,375,1,3.0,3.0,25.0
2018-04-20,2.0,0,1,2.0,fast,139,1,3.0,3.0,25.0
2018-04-20,2.0,0,1,25.0,pick,250,1,3.0,3.0,25.0
2018-04-20,2.0,0,1,37.0,pick,477,1,3.0,3.0,25.0
2018-04-20,3.0,0,1,2.0,pick,12,1,3.0,2.0,34.0
2018-04-21,5.5,0,1,1.0,pick,0,1,2.085094549,1.0,60.0
2018-04-21,5.5,1,0,28.0,bat_and_rat,107,1,2.085094549,1.0,60.0
2018-04-21,5.5,1,0,2.0,bat_fight,349,1,2.085094549,1.0,60.0
2018-04-21,5.5,0,1,0.071239584,fast,383,1,2.085094549,1.0,60.0
2018-04-21,6.5,1,0,11.0,rat,25,1,2.0,3.0,56.0
2018-04-21,7.0,1,0,5.0,bats,121,1,2.0,2.0,69.0
2018-04-21,7.0,0,1,0.033235649,fast,150,1,2.0,2.0,69.0
2018-04-21,7.0,0,1,3.0,pick,172,1,2.0,2.0,69.0
2018-04-21,7.0,1,0,15.0,rat,460,1,2.0,2.0,69.0
2018-04-21,7.0,0,1,1.0,fast,482,1,2.0,2.0,69.0
2018-04-21,7.0,1,0,1.0,rat,580,1,2.0,2.0,69.0
2018-04-21,7.0,1,0,17.0,rat,587,1,2.0,2.0,69.0
2018-04-21,7.0,0,1,0.0502264,fast,603,1,2.0,2.0,69.0
2018-04-21,7.0,1,0,4.0,bat_fight,619,1,2.0,2.0,69.0
2018-04-21,7.0,0,0,1.0,fight,621,1,2.0,2.0,69.0
2018-04-21,7.0,1,0,2.0,bat,628,1,2.0,2.0,69.0
2018-04-21,7.0,0,1,2.0,fast,638,1,2.0,2.0,69.0
2018-04-21,8.0,0,1,1.0,fast,261,1,1.533333333,2.0,40.0
2018-04-21,8.0,1,0,6.0,rat,279,1,1.533333333,2.0,40.0
2018-04-21,10.5,0,1,4.0,fast,285,1,0.0,4.0,11.0
2018-04-21,5.5,0,1,17.0,pick,336,1,2.085094549,1.0,60.0
2018-05-06,4.5,1,0,4.0,rat,629,1,3.0,1.0,13.0
2018-05-07,8.0,1,0,10.0,bat_fight,234,1,3.0,4.0,11.0
2018-05-07,8.5,1,0,23.0,rat,423,1,2.88856305,5.0,13.0
2018-05-07,9.0,1,0,2.0,rat,158,1,2.381818182,3.0,14.0
2018-05-07,9.5,1,0,42.0,rat,108,1,2.012316716,0.0,6.0
2018-05-07,10.0,0,1,10.0,pick,149,1,2.0,3.0,13.0
2018-05-07,10.0,1,0,2.0,rat,187,1,2.0,3.0,13.0
2018-05-07,8.0,1,0,30.0,bat_fight_rat,221,1,3.0,4.0,11.0
2018-05-07,9.0,1,1,50.0,rat_pick,252,1,2.381818182,3.0,14.0
2018-05-09,6.0,0,1,31.0,pick,230,1,0.0,1.0,27.0
2018-05-09,7.0,1,0,3.0,bat_rat,10,1,0.0,1.0,52.0
2018-05-09,7.0,0,1,2.0,fast,61,1,0.0,1.0,52.0
2018-05-09,7.0,0,1,1.0,fast,132,1,0.0,1.0,52.0
2018-05-09,7.0,0,1,4.0,pick,137,1,0.0,1.0,52.0
2018-05-09,7.0,0,1,5.0,pick,144,1,0.0,1.0,52.0
2018-05-09,7.0,0,1,21.0,pick,318,1,0.0,1.0,52.0
2018-05-09,7.0,0,1,7.0,pick,367,1,0.0,1.0,52.0
2018-05-09,7.0,0,1,23.0,pick,378,1,0.0,1.0,52.0
2018-05-09,8.0,0,1,1.0,fast,78,1,0.0,1.0,29.0
2018-05-09,8.0,1,0,8.0,rat,483,1,0.0,1.0,29.0
2018-05-09,8.0,1,0,8.0,rat,530,1,0.0,1.0,29.0
2018-05-01,-0.0,0,1,4.0,pick,618,1,4.0,0.0,29.0
2018-05-01,-0.0,0,1,1.0,fast,703,1,4.0,0.0,29.0
2018-05-01,-0.0,0,1,1.0,fast,939,1,4.0,0.0,29.0
2018-05-01,2.0,0,1,1.0,fast,62,1,3.0,1.0,19.0
2018-05-01,2.0,0,1,1.0,fast,443,1,3.0,1.0,19.0
2018-05-01,3.0,0,0,4.0,pup_and_mon,275,1,3.0,1.0,12.0
2018-05-01,4.0,0,1,23.0,pick,261,1,3.0,1.0,39.0
2018-05-01,4.5,0,1,10.0,pick,130,1,3.0,1.0,20.0
2018-05-02,5.5,0,1,2.0,pick,10,1,3.0,1.0,34.0
2018-05-02,5.5,1,0,19.0,rat,12,1,3.0,1.0,34.0
2018-05-02,5.5,0,1,1.0,fast,142,1,3.0,1.0,34.0
2018-05-02,5.5,1,0,2.0,bat_fight,253,1,3.0,1.0,34.0
2018-05-02,5.5,1,0,6.0,bat_and_rat,280,1,3.0,1.0,34.0
2018-05-02,5.5,1,1,20.0,pick_bat_rat,396,1,3.0,1.0,34.0
2018-05-02,5.5,0,1,22.0,pick,408,1,3.0,1.0,34.0
2018-05-02,5.5,0,1,7.0,pick,433,1,3.0,1.0,34.0
2018-05-02,5.5,1,0,4.0,rat,627,1,3.0,1.0,34.0
2018-05-02,6.0,1,0,2.0,rat,99,1,3.0,2.0,36.0
2018-05-02,7.0,1,0,0.010871342,bat,404,1,3.0,4.0,35.0
2018-05-02,7.0,1,0,4.0,bat,449,1,3.0,4.0,35.0
2018-05-02,7.0,1,0,6.0,bat,481,1,3.0,4.0,35.0
2018-05-02,7.5,0,1,30.0,pick,394,1,3.0,4.0,17.0
2018-05-02,8.5,0,1,1.0,fast,23,1,3.0,2.0,11.0
2018-05-02,9.0,1,1,23.0,rat_pick,489,1,3.0,7.0,4.0
2018-05-02,10.0,0,1,0.019932178,fast,110,1,3.0,2.0,2.0
2018-05-02,5.5,1,0,22.0,bat_fight,296,1,3.0,1.0,34.0
2018-05-02,7.0,1,0,7.0,bat,507,1,3.0,4.0,35.0
2018-05-08,5.5,1,0,4.0,rat,78,1,2.008201203,1.0,38.0
2018-05-08,7.0,0,1,2.0,fast,48,1,2.0,1.0,59.0
2018-05-08,7.0,0,1,7.0,pick,123,1,2.0,1.0,59.0
2018-05-08,7.0,1,0,5.0,rat,161,1,2.0,1.0,59.0
2018-05-10,8.0,0,1,3.0,fast,31,1,3.0,1.0,10.0
2018-05-10,9.5,1,0,3.0,rat,29,1,2.018145161,1.0,25.0
2018-05-10,9.5,1,1,44.0,rat_and_pick,66,1,2.018145161,1.0,25.0
2018-05-10,2.5,0,1,4.0,fast,15,1,3.0,1.0,36.0
2018-05-10,2.5,0,1,1.0,fast,105,1,3.0,1.0,36.0
2018-05-10,3.0,1,0,7.0,rat,218,1,3.0,0.0,34.0
2018-05-10,3.0,1,0,24.0,rat,228,1,3.0,0.0,34.0
2018-05-10,4.5,1,0,22.0,rat,87,1,3.0,1.0,32.0
2018-05-11,7.5,1,0,2.0,rat,627,1,2.003337041,0.0,23.0
2018-05-11,7.5,1,1,21.0,pick_and_rat,670,1,2.003337041,0.0,23.0
2018-05-11,7.5,1,1,8.0,pick_and_rat,705,1,2.003337041,0.0,23.0
2018-05-11,9.0,1,0,8.0,rat,331,1,2.0,2.0,15.0
2018-05-17,3.0,0,1,1.0,fast,247,1,2.241935484,1.0,30.0
2018-05-17,3.0,1,0,9.0,rat,252,1,2.241935484,1.0,30.0
2018-05-17,3.5,1,1,4.0,rat_pick,383,1,2.0,0.0,40.0
2018-05-17,4.5,1,0,3.0,bat_and_rat,28,1,2.0,0.0,31.0
2018-05-17,4.5,1,0,1.0,rat,54,1,2.0,0.0,31.0
2018-05-17,4.5,1,0,11.0,rat_bat,348,1,2.0,0.0,31.0
2018-05-17,4.5,1,0,34.0,rat,378,1,2.0,0.0,31.0
2018-05-17,4.5,1,1,16.0,rat_pick,529,1,2.0,0.0,31.0
2018-05-19,2.5,1,1,31.0,rat_pick,126,1,3.0,1.0,29.0
2018-05-20,2.5,1,0,8.0,rat,624,1,3.0,1.0,33.0
2018-05-21,5.5,1,1,35.0,rat_pick,455,1,2.0,0.0,53.0
2018-05-21,7.5,1,1,26.0,rat_pick,271,1,1.745762712,0.0,37.0
2018-05-21,7.5,1,0,43.0,rat_bat_fight,455,1,1.745762712,0.0,37.0
2018-05-21,5.5,1,0,34.0,fight_rat,300,1,2.0,0.0,53.0
2018-05-17,8.0,1,0,14.0,rat,111,1,1.272727273,2.0,30.0
2018-05-01,5.0,1,0,36.0,bat_and_rat,0,1,3.0,1.0,45.0
2018-05-01,5.0,0,1,4.0,fast,16,1,3.0,1.0,45.0
2018-05-01,5.0,1,0,19.0,bat_fight,41,1,3.0,1.0,45.0
2018-05-01,5.0,1,0,4.0,bat_fight,50,1,3.0,1.0,45.0
2018-05-01,5.0,1,0,14.0,rat,134,1,3.0,1.0,45.0
2018-05-01,5.0,1,0,29.0,bat_fight,195,1,3.0,1.0,45.0
2018-05-01,5.0,0,1,0.095162728,fast,11,1,3.0,1.0,45.0
2018-05-01,5.0,0,1,3.0,fast,241,1,3.0,1.0,45.0
2018-05-01,5.0,0,1,0.042360901,fast,250,1,3.0,1.0,45.0
2018-05-01,5.0,0,1,2.0,fast,271,1,3.0,1.0,45.0
2018-05-01,5.0,1,0,3.0,bat,276,1,3.0,1.0,45.0
2018-05-01,5.0,0,1,2.0,fast,304,1,3.0,1.0,45.0
2018-05-01,5.0,1,0,8.0,bat_and_rat,352,1,3.0,1.0,45.0
2018-05-01,5.5,1,0,4.0,bat,649,1,2.930875576,0.0,36.0
2018-05-01,5.5,1,0,30.0,rat,733,1,2.930875576,0.0,36.0
2018-05-01,5.5,1,0,18.0,rat,819,1,2.930875576,0.0,36.0
2018-05-01,5.5,0,1,2.0,fast,889,1,2.930875576,0.0,36.0
