date,hours_after_sunset,risk,reward,bat_landing_to_food,seconds_after_rat_arrival,habit,food_availability,rat_arrival_number,bat_landing_number
2018-04-21,3.5,1,1,14.0,88,pick_and_others,2.947076613,1.0,75.0
2018-04-21,4.0,1,0,8.0,97,bat,2.546875,1.0,42.0
2018-04-21,4.0,0,1,6.0,102,pick,2.546875,1.0,42.0
2018-04-21,4.5,1,1,26.0,112,pick_and_others,2.105846774,1.0,56.0
2018-04-21,4.5,0,1,6.0,126,pick,2.105846774,1.0,56.0
2018-04-21,4.5,1,1,24.0,196,pick_and_bat,2.105846774,1.0,56.0
2018-04-21,4.5,0,1,1.0,258,fast,2.105846774,1.0,56.0
2018-04-21,4.5,0,1,19.0,287,fast,2.105846774,1.0,56.0
2018-04-22,6.0,0,1,3.0,0,fast,2.0,3.0,57.0
2018-04-22,6.0,0,1,6.0,14,pick,2.0,3.0,57.0
2018-04-22,6.0,0,1,1.0,48,fast,2.0,3.0,57.0
2018-04-22,6.5,1,0,7.0,28,bats,2.0,2.0,49.0
2018-04-22,6.5,0,1,1.0,59,pick,2.0,2.0,49.0
2018-04-22,6.5,1,0,16.0,109,bats,2.0,2.0,49.0
2018-04-22,7.0,0,1,11.0,23,pick,2.0,1.0,46.0
2018-04-22,7.0,0,1,18.0,141,pick,2.0,1.0,46.0
2018-04-22,7.0,0,1,2.0,191,pick,2.0,1.0,46.0
2018-04-22,8.5,0,1,2.0,309,fast,2.0,2.0,24.0
2018-04-22,8.5,0,1,1.0,482,fast,2.0,2.0,24.0
2018-04-22,8.5,0,1,7.0,501,pick,2.0,2.0,24.0
2018-04-22,8.5,0,1,6.0,659,pick,2.0,2.0,24.0
2018-04-22,8.5,0,1,5.0,707,fast,2.0,2.0,24.0
2018-04-22,8.5,0,1,2.0,722,fast,2.0,2.0,24.0
2018-04-22,8.5,1,0,23.0,734,bat_and_rat,2.0,2.0,24.0
2018-04-22,8.5,1,1,13.0,769,pick_and_rat,2.0,2.0,24.0
2018-04-22,10.0,0,1,2.0,372,fast,2.0,5.0,10.0
2018-04-18,10.0,0,1,1.0,263,fast,2.0,1.0,6.0
2018-04-28,-0.0,0,1,0.025345863,2,fast,3.442622951,2.0,21.0
2018-04-28,-0.0,0,1,0.096196,76,fast,3.442622951,2.0,21.0
2018-04-28,-0.0,0,1,0.063701466,91,pick,3.442622951,2.0,21.0
2018-04-28,1.5,0,1,0.094784549,105,fast,3.0,2.0,25.0
2018-04-28,1.5,1,0,0.014184241,383,rat,3.0,2.0,25.0
2018-04-28,2.0,1,0,9.0,0,rat,3.0,2.0,35.0
2018-04-28,2.0,1,1,28.0,46,rat_and_pick,3.0,2.0,35.0
2018-04-28,3.5,0,1,1.0,85,fast,3.0,1.0,54.0
2018-04-28,4.0,0,1,5.0,188,fast,3.0,1.0,76.0
2018-04-28,4.0,1,0,0.047647063,0,bat_fight,3.0,1.0,76.0
2018-04-28,4.0,1,0,0.090449811,63,rat,3.0,1.0,76.0
2018-04-28,4.0,0,1,3.0,139,fast,3.0,1.0,76.0
2018-04-28,4.0,0,1,14.0,171,pick,3.0,1.0,76.0
2018-04-29,5.0,1,0,17.0,28,rat,2.465517241,1.0,89.0
2018-04-29,5.0,1,0,20.0,82,rat,2.465517241,1.0,89.0
2018-04-29,5.0,1,0,0.099179779,206,rat,2.465517241,1.0,89.0
2018-04-29,5.0,0,1,11.0,309,pick,2.465517241,1.0,89.0
2018-04-29,5.5,0,1,2.0,8,fast,2.043381535,3.0,100.0
2018-04-29,5.5,1,0,0.043720185,11,rat,2.043381535,3.0,100.0
2018-04-29,5.5,1,0,2.0,47,rat,2.043381535,3.0,100.0
2018-04-29,5.5,1,0,6.0,66,rat,2.043381535,3.0,100.0
2018-04-29,5.5,1,0,5.0,78,rat_and_bat,2.043381535,3.0,100.0
2018-04-29,5.5,0,1,3.0,87,fast,2.043381535,3.0,100.0
2018-04-29,6.0,1,0,0.069546705,132,rat,2.0,2.0,78.0
2018-04-29,6.0,1,0,0.035887407,143,bat,2.0,2.0,78.0
2018-04-29,6.0,0,1,5.0,172,pick,2.0,2.0,78.0
2018-04-29,6.0,0,1,6.0,182,fast,2.0,2.0,78.0
2018-04-29,6.0,0,1,0.087634798,206,fast,2.0,2.0,78.0
2018-04-29,6.0,0,1,3.0,211,fast,2.0,2.0,78.0
2018-04-29,6.0,0,1,0.038141769,5,pick,2.0,2.0,78.0
2018-04-29,6.0,1,1,0.09694048,38,bat_and_pick_far,2.0,2.0,78.0
2018-04-29,6.0,0,1,2.0,58,fast,2.0,2.0,78.0
2018-04-29,6.0,0,1,2.0,119,fast,2.0,2.0,78.0
2018-04-29,6.5,0,1,4.0,105,fast,2.0,1.0,78.0
2018-04-29,6.5,0,1,5.0,180,pick,2.0,1.0,78.0
2018-04-29,6.5,0,1,3.0,187,fast,2.0,1.0,78.0
2018-04-29,6.5,0,1,5.0,247,pick,2.0,1.0,78.0
2018-04-29,6.5,0,1,0.020820512,252,fast,2.0,1.0,78.0
2018-04-29,6.5,1,0,9.0,419,bat,2.0,1.0,78.0
2018-04-29,6.5,0,1,1.0,436,fast_far,2.0,1.0,78.0
2018-04-29,6.5,0,1,21.0,572,pick,2.0,1.0,78.0
2018-04-29,6.5,1,0,4.0,592,bat,2.0,1.0,78.0
2018-04-29,7.5,0,1,1.0,36,fast,1.897849462,3.0,41.0
2018-04-29,7.5,0,1,31.0,80,pick,1.897849462,3.0,41.0
2018-04-29,7.5,0,1,6.0,169,pick,1.897849462,3.0,41.0
2018-04-29,7.5,1,0,2.0,452,bat,1.897849462,3.0,41.0
2018-04-29,7.5,1,1,0.071250736,466,bat_and_pick,1.897849462,3.0,41.0
2018-04-29,7.5,0,1,4.0,485,pick,1.897849462,3.0,41.0
2018-04-29,7.5,0,1,7.0,499,pick,1.897849462,3.0,41.0
2018-04-29,8.0,0,1,3.0,783,fast,1.433333333,2.0,29.0
2018-04-29,8.0,1,1,0.014550835,903,pick_and_all,1.433333333,2.0,29.0
2018-04-29,8.5,1,0,2.0,26,bat,1.035483871,4.0,18.0
2018-04-29,8.5,0,1,12.0,63,pick,1.035483871,4.0,18.0
2018-04-29,8.5,1,0,0.025349973,402,bats,1.035483871,4.0,18.0
2018-04-29,8.5,1,0,0.094601342,708,rat,1.035483871,4.0,18.0
2018-04-29,8.5,1,1,26.0,740,rat_pick,1.035483871,4.0,18.0
2018-04-29,9.5,0,1,0.044300625,192,fast,1.0,4.0,7.0
2018-04-29,9.5,0,1,0.09536188,315,fast,1.0,4.0,7.0
2018-04-29,9.5,0,1,0.091074825,109,fast,1.0,4.0,7.0
2018-04-28,4.0,0,1,2.0,44,fast,3.0,1.0,76.0
2018-04-28,4.0,0,1,1.0,60,pick,3.0,1.0,76.0
2018-04-29,7.5,0,1,1.0,66,fast,1.897849462,3.0,41.0
2018-04-29,8.0,0,0,2.0,902,fight,1.433333333,2.0,29.0
2018-04-29,1.5,0,1,0.017597713,389,fast,3.104218362,1.0,17.0
2018-04-29,1.5,0,1,0.032534418,695,fast,3.104218362,1.0,17.0
2018-04-29,1.5,0,1,4.0,710,fast,3.104218362,1.0,17.0
2018-04-29,1.5,1,1,14.0,759,bat_rat_pick,3.104218362,1.0,17.0
2018-04-29,3.5,1,0,20.0,4,rat_and_bat,2.914905451,1.0,53.0
2018-04-29,3.5,0,1,2.0,9,fast,2.914905451,1.0,53.0
2018-04-29,3.5,1,0,36.0,67,rat,2.914905451,1.0,53.0
2018-04-29,3.5,1,0,8.0,144,rat,2.914905451,1.0,53.0
2018-04-29,3.5,1,0,0.097800752,184,rat,2.914905451,1.0,53.0
2018-04-29,3.5,1,0,0.063312201,428,bat_fight,2.914905451,1.0,53.0
2018-04-29,3.5,1,1,18.0,490,bat_pick,2.914905451,1.0,53.0
2018-04-29,3.5,0,1,2.0,521,fast,2.914905451,1.0,53.0
2018-04-29,3.5,1,1,5.0,529,rat_and_pick,2.914905451,1.0,53.0
2018-04-29,4.0,0,1,0.078489345,776,fast,2.448275862,0.0,49.0
2018-04-30,6.0,1,1,22.0,239,pick_bat,2.0,1.0,45.0
2018-04-30,6.0,1,1,46.0,257,pick_bat,2.0,1.0,45.0
2018-04-30,6.0,1,1,9.0,290,pick_bat,2.0,1.0,45.0
2018-04-30,6.0,0,1,4.0,304,fast,2.0,1.0,45.0
2018-04-30,6.0,1,1,0.085746166,315,rat_pick,2.0,1.0,45.0
2018-04-30,6.0,0,1,4.0,323,pick,2.0,1.0,45.0
2018-04-30,6.0,1,0,0.040027684,407,rat,2.0,1.0,45.0
2018-04-30,6.5,0,1,0.076567662,633,fast,2.0,0.0,53.0
2018-04-30,6.5,1,0,0.072746343,800,bat_and_rat,2.0,0.0,53.0
2018-04-30,6.5,1,0,0.055695432,808,bat_and_rat,2.0,0.0,53.0
2018-04-30,6.5,1,0,33.0,816,bat_and_rat,2.0,0.0,53.0
2018-04-30,6.5,1,1,39.0,844,pick_and_bat,2.0,0.0,53.0
2018-04-30,6.5,0,1,3.0,925,fast,2.0,0.0,53.0
2018-04-30,7.5,0,1,0.094277126,63,fast,1.901144641,1.0,32.0
2018-04-30,7.5,0,1,1.0,91,fast,1.901144641,1.0,32.0
2018-04-30,7.5,0,1,7.0,162,pick,1.901144641,1.0,32.0
2018-04-30,7.5,0,1,0.037865482,191,fast,1.901144641,1.0,32.0
2018-04-30,7.5,0,1,4.0,222,fast,1.901144641,1.0,32.0
2018-04-30,7.5,1,1,0.037828205,291,bat_and_pick,1.901144641,1.0,32.0
2018-04-30,7.5,1,1,22.0,288,bat_and_pick,1.901144641,1.0,32.0
2018-04-30,7.5,0,1,0.099086619,624,fast,1.901144641,1.0,32.0
2018-04-30,7.5,1,1,0.033212611,630,bat_and_pick,1.901144641,1.0,32.0
2018-04-30,7.5,1,0,0.096084094,878,bat_and_rat,1.901144641,1.0,32.0
2018-04-30,8.5,1,1,7.0,605,bat_and_pick,1.047346514,1.0,10.0
2018-04-30,8.5,0,1,6.0,653,pick,1.047346514,1.0,10.0
2018-04-30,6.5,1,0,5.0,445,rat_and_bat,2.0,0.0,53.0
2018-04-27,2.5,1,0,8.0,47,rat,3.0,5.0,64.0
2018-04-27,2.5,1,0,5.0,199,rat,3.0,5.0,64.0
2018-04-27,3.5,1,0,1.0,127,rat,3.0,2.0,39.0
2018-04-27,3.5,0,1,2.0,18,fast,3.0,2.0,39.0
2018-04-27,3.5,0,1,1.0,79,fast,3.0,2.0,39.0
2018-04-27,4.0,0,1,2.0,105,fast,3.0,1.0,54.0
2018-04-27,4.0,1,1,5.0,576,pick_and_others,3.0,1.0,54.0
2018-04-27,4.0,1,0,13.0,592,bats,3.0,1.0,54.0
2018-04-27,4.0,1,0,15.0,623,bats,3.0,1.0,54.0
2018-04-27,4.0,0,1,1.0,35,fast,3.0,1.0,54.0
2018-04-27,4.0,0,1,3.0,74,fast,3.0,1.0,54.0
2018-04-27,4.0,0,1,2.0,120,fast,3.0,1.0,54.0
2018-04-27,4.5,0,1,6.0,23,pick,3.0,1.0,66.0
2018-04-28,5.0,1,1,11.0,174,rat_and_pick,3.0,4.0,56.0
2018-04-28,5.0,1,0,3.0,330,rat,3.0,4.0,56.0
2018-04-28,5.0,0,1,6.0,363,pick,3.0,4.0,56.0
2018-04-28,5.0,1,0,5.0,365,bat_fight,3.0,4.0,56.0
2018-04-28,5.0,0,1,2.0,373,fast,3.0,4.0,56.0
2018-04-28,5.0,0,1,4.0,401,pick,3.0,4.0,56.0
2018-04-28,5.0,1,0,1.0,408,rat,3.0,4.0,56.0
2018-04-28,5.0,1,0,7.0,434,rat,3.0,4.0,56.0
2018-04-28,5.0,0,1,6.0,449,pick,3.0,4.0,56.0
2018-04-28,5.0,1,1,5.0,496,pick_and_rat,3.0,4.0,56.0
2018-04-28,5.0,0,1,18.0,497,pick,3.0,4.0,56.0
2018-04-28,5.0,0,1,3.0,520,fast,3.0,4.0,56.0
2018-04-28,5.0,1,0,10.0,544,bat_and_rat,3.0,4.0,56.0
2018-04-28,6.0,0,1,1.0,19,fast,3.0,1.0,71.0
2018-04-28,6.0,0,1,0.063724824,35,fast,3.0,1.0,71.0
2018-04-28,6.0,0,1,6.0,74,pick,3.0,1.0,71.0
2018-04-28,7.0,0,1,4.0,90,pick,3.0,3.0,51.0
2018-04-28,7.0,1,0,5.0,60,rat_disappear,3.0,3.0,51.0
2018-04-28,7.0,0,1,0.026148246,90,fast,3.0,3.0,51.0
2018-04-28,7.5,1,1,7.0,120,pick_and_bat,2.935104364,2.0,47.0
2018-04-28,7.5,0,1,7.0,128,pick,2.935104364,2.0,47.0
2018-04-28,7.5,0,1,0.08833199,139,fast,2.935104364,2.0,47.0
2018-04-28,7.5,0,1,8.0,170,pick,2.935104364,2.0,47.0
2018-04-28,7.5,1,1,28.0,195,pick_and_others,2.935104364,2.0,47.0
2018-04-28,7.5,0,1,6.0,211,pick,2.935104364,2.0,47.0
2018-04-28,8.0,1,0,15.0,31,rat_and_bat,2.611764706,3.0,30.0
2018-04-28,8.0,0,1,2.0,45,fast,2.611764706,3.0,30.0
2018-04-28,8.5,0,1,3.0,194,fast,2.258823529,2.0,6.0
2018-04-28,8.5,0,1,3.0,172,fast,2.258823529,2.0,6.0
2018-04-28,10.0,1,0,17.0,115,rat,2.0,4.0,10.0
2018-04-28,10.0,0,1,1.0,370,pick,2.0,4.0,10.0
2018-04-28,10.5,0,1,3.0,56,fast,2.0,2.0,10.0
2018-04-19,5.0,0,1,7.0,59,pick,3.589285714,1.0,46.0
2018-04-19,6.0,0,1,3.0,187,fast,2.55,1.0,42.0
2018-04-19,9.5,1,0,8.0,200,rat,2.0,1.0,13.0
2018-04-19,9.5,0,1,1.0,210,fast,2.0,1.0,13.0
2018-04-19,9.5,0,1,5.0,274,pick,2.0,1.0,13.0
2018-04-19,9.5,0,1,14.0,280,pick,2.0,1.0,13.0
2018-04-30,2.0,1,0,2.0,38,rat,3.0,2.0,29.0
2018-04-30,2.0,1,0,2.0,109,bats,3.0,2.0,29.0
2018-04-30,2.0,1,1,50.0,299,bat_and_pick,3.0,2.0,29.0
2018-04-30,3.0,1,0,6.0,139,bat_fight,3.0,1.0,13.0
2018-04-30,3.0,0,1,11.0,228,pick,3.0,1.0,13.0
2018-04-30,3.0,1,0,13.0,407,bat,3.0,1.0,13.0
2018-04-30,3.5,1,0,32.0,359,rat,3.0,2.0,18.0
2018-04-30,4.0,0,1,36.0,0,pick,3.0,1.0,41.0
2018-04-30,4.0,1,0,4.0,616,bat_fight,3.0,1.0,41.0
2018-04-30,4.0,1,0,9.0,655,bat_fight,3.0,1.0,41.0
2018-04-30,4.0,1,0,12.0,673,bat_fight,3.0,1.0,41.0
2018-04-30,4.0,1,1,11.0,685,bat_pick,3.0,1.0,41.0
2018-04-30,4.0,0,1,2.0,773,fast,3.0,1.0,41.0
2018-04-22,0.5,1,0,5.0,9,bat,3.11143695,1.0,13.0
2018-04-22,0.5,0,1,2.0,203,fast,3.11143695,1.0,13.0
2018-04-23,5.0,0,1,7.0,161,pick,2.0,0.0,73.0
2018-04-23,5.0,0,1,2.0,238,pick,2.0,0.0,73.0
2018-04-23,5.5,0,1,5.0,64,fast,1.943548387,2.0,61.0
2018-04-23,5.5,0,1,4.0,174,pick,1.943548387,2.0,61.0
2018-04-23,5.5,0,1,4.0,263,pick,1.943548387,2.0,61.0
2018-04-23,5.5,0,1,16.0,276,pick,1.943548387,2.0,61.0
2018-04-23,6.0,0,1,1.0,105,fast,1.516666667,3.0,60.0
2018-04-23,6.0,0,1,2.0,183,fast,1.516666667,3.0,60.0
2018-04-23,6.5,0,1,3.0,1,pick,1.133333333,2.0,56.0
2018-04-23,5.5,0,1,4.0,161,pick,1.943548387,2.0,61.0
2018-04-25,0.0,1,1,30.0,57,pick_and_rat,4.0,1.0,7.0
2018-04-25,0.0,0,1,28.0,433,pick,4.0,1.0,7.0
2018-04-23,0.5,0,1,2.0,5,fast_and_pick,3.949388209,1.0,52.0
2018-04-20,0.0,0,1,1.0,254,fast,3.555555556,1.0,20.0
2018-04-20,0.0,0,1,5.0,383,fast,3.555555556,1.0,20.0
2018-04-20,0.0,0,1,0.039481249,440,fast,3.555555556,1.0,20.0
2018-04-20,2.0,1,0,37.0,375,rat,3.0,3.0,25.0
2018-04-20,2.0,0,1,2.0,139,fast,3.0,3.0,25.0
2018-04-20,2.0,0,1,25.0,250,pick,3.0,3.0,25.0
2018-04-20,2.0,0,1,37.0,477,pick,3.0,3.0,25.0
2018-04-20,3.0,0,1,2.0,12,pick,3.0,2.0,34.0
2018-04-21,5.5,0,1,1.0,0,pick,2.085094549,1.0,60.0
2018-04-21,5.5,1,0,28.0,107,bat_and_rat,2.085094549,1.0,60.0
2018-04-21,5.5,1,0,2.0,349,bat_fight,2.085094549,1.0,60.0
2018-04-21,5.5,0,1,0.071239584,383,fast,2.085094549,1.0,60.0
2018-04-21,6.5,1,0,11.0,25,rat,2.0,3.0,56.0
2018-04-21,7.0,1,0,5.0,121,bats,2.0,2.0,69.0
2018-04-21,7.0,0,1,0.033235649,150,fast,2.0,2.0,69.0
2018-04-21,7.0,0,1,3.0,172,pick,2.0,2.0,69.0
2018-04-21,7.0,1,0,15.0,460,rat,2.0,2.0,69.0
2018-04-21,7.0,0,1,1.0,482,fast,2.0,2.0,69.0
2018-04-21,7.0,1,0,1.0,580,rat,2.0,2.0,69.0
2018-04-21,7.0,1,0,17.0,587,rat,2.0,2.0,69.0
2018-04-21,7.0,0,1,0.0502264,603,fast,2.0,2.0,69.0
2018-04-21,7.0,1,0,4.0,619,bat_fight,2.0,2.0,69.0
2018-04-21,7.0,0,0,1.0,621,fight,2.0,2.0,69.0
2018-04-21,7.0,1,0,2.0,628,bat,2.0,2.0,69.0
2018-04-21,7.0,0,1,2.0,638,fast,2.0,2.0,69.0
2018-04-21,8.0,0,1,1.0,261,fast,1.533333333,2.0,40.0
2018-04-21,8.0,1,0,6.0,279,rat,1.533333333,2.0,40.0
2018-04-21,10.5,0,1,4.0,285,fast,0.0,4.0,11.0
2018-04-21,5.5,0,1,17.0,336,pick,2.085094549,1.0,60.0
2018-05-06,4.5,1,0,4.0,629,rat,3.0,1.0,13.0
2018-05-07,8.0,1,0,10.0,234,bat_fight,3.0,4.0,11.0
2018-05-07,8.5,1,0,23.0,423,rat,2.88856305,5.0,13.0
2018-05-07,9.0,1,0,2.0,158,rat,2.381818182,3.0,14.0
2018-05-07,9.5,1,0,42.0,108,rat,2.012316716,0.0,6.0
2018-05-07,10.0,0,1,10.0,149,pick,2.0,3.0,13.0
2018-05-07,10.0,1,0,2.0,187,rat,2.0,3.0,13.0
2018-05-07,8.0,1,0,30.0,221,bat_fight_rat,3.0,4.0,11.0
2018-05-07,9.0,1,1,50.0,252,rat_pick,2.381818182,3.0,14.0
2018-05-09,6.0,0,1,31.0,230,pick,0.0,1.0,27.0
2018-05-09,7.0,1,0,3.0,10,bat_rat,0.0,1.0,52.0
2018-05-09,7.0,0,1,2.0,61,fast,0.0,1.0,52.0
2018-05-09,7.0,0,1,1.0,132,fast,0.0,1.0,52.0
2018-05-09,7.0,0,1,4.0,137,pick,0.0,1.0,52.0
2018-05-09,7.0,0,1,5.0,144,pick,0.0,1.0,52.0
2018-05-09,7.0,0,1,21.0,318,pick,0.0,1.0,52.0
2018-05-09,7.0,0,1,7.0,367,pick,0.0,1.0,52.0
2018-05-09,7.0,0,1,23.0,378,pick,0.0,1.0,52.0
2018-05-09,8.0,0,1,1.0,78,fast,0.0,1.0,29.0
2018-05-09,8.0,1,0,8.0,483,rat,0.0,1.0,29.0
2018-05-09,8.0,1,0,8.0,530,rat,0.0,1.0,29.0
2018-05-01,-0.0,0,1,4.0,618,pick,4.0,0.0,29.0
2018-05-01,-0.0,0,1,1.0,703,fast,4.0,0.0,29.0
2018-05-01,-0.0,0,1,1.0,939,fast,4.0,0.0,29.0
2018-05-01,2.0,0,1,1.0,62,fast,3.0,1.0,19.0
2018-05-01,2.0,0,1,1.0,443,fast,3.0,1.0,19.0
2018-05-01,3.0,0,0,4.0,275,pup_and_mon,3.0,1.0,12.0
2018-05-01,4.0,0,1,23.0,261,pick,3.0,1.0,39.0
2018-05-01,4.5,0,1,10.0,130,pick,3.0,1.0,20.0
2018-05-02,5.5,0,1,2.0,10,pick,3.0,1.0,34.0
2018-05-02,5.5,1,0,19.0,12,rat,3.0,1.0,34.0
2018-05-02,5.5,0,1,1.0,142,fast,3.0,1.0,34.0
2018-05-02,5.5,1,0,2.0,253,bat_fight,3.0,1.0,34.0
2018-05-02,5.5,1,0,6.0,280,bat_and_rat,3.0,1.0,34.0
2018-05-02,5.5,1,1,20.0,396,pick_bat_rat,3.0,1.0,34.0
2018-05-02,5.5,0,1,22.0,408,pick,3.0,1.0,34.0
2018-05-02,5.5,0,1,7.0,433,pick,3.0,1.0,34.0
2018-05-02,5.5,1,0,4.0,627,rat,3.0,1.0,34.0
2018-05-02,6.0,1,0,2.0,99,rat,3.0,2.0,36.0
2018-05-02,7.0,1,0,0.010871342,404,bat,3.0,4.0,35.0
2018-05-02,7.0,1,0,4.0,449,bat,3.0,4.0,35.0
2018-05-02,7.0,1,0,6.0,481,bat,3.0,4.0,35.0
2018-05-02,7.5,0,1,30.0,394,pick,3.0,4.0,17.0
2018-05-02,8.5,0,1,1.0,23,fast,3.0,2.0,11.0
2018-05-02,9.0,1,1,23.0,489,rat_pick,3.0,7.0,4.0
2018-05-02,10.0,0,1,0.019932178,110,fast,3.0,2.0,2.0
2018-05-02,5.5,1,0,22.0,296,bat_fight,3.0,1.0,34.0
2018-05-02,7.0,1,0,7.0,507,bat,3.0,4.0,35.0
2018-05-08,5.5,1,0,4.0,78,rat,2.008201203,1.0,38.0
2018-05-08,7.0,0,1,2.0,48,fast,2.0,1.0,59.0
2018-05-08,7.0,0,1,7.0,123,pick,2.0,1.0,59.0
2018-05-08,7.0,1,0,5.0,161,rat,2.0,1.0,59.0
2018-05-10,8.0,0,1,3.0,31,fast,3.0,1.0,10.0
2018-05-10,9.5,1,0,3.0,29,rat,2.018145161,1.0,25.0
2018-05-10,9.5,1,1,44.0,66,rat_and_pick,2.018145161,1.0,25.0
2018-05-10,2.5,0,1,4.0,15,fast,3.0,1.0,36.0
2018-05-10,2.5,0,1,1.0,105,fast,3.0,1.0,36.0
2018-05-10,3.0,1,0,7.0,218,rat,3.0,0.0,34.0
2018-05-10,3.0,1,0,24.0,228,rat,3.0,0.0,34.0
2018-05-10,4.5,1,0,22.0,87,rat,3.0,1.0,32.0
2018-05-11,7.5,1,0,2.0,627,rat,2.003337041,0.0,23.0
2018-05-11,7.5,1,1,21.0,670,pick_and_rat,2.003337041,0.0,23.0
2018-05-11,7.5,1,1,8.0,705,pick_and_rat,2.003337041,0.0,23.0
2018-05-11,9.0,1,0,8.0,331,rat,2.0,2.0,15.0
2018-05-17,3.0,0,1,1.0,247,fast,2.241935484,1.0,30.0
2018-05-17,3.0,1,0,9.0,252,rat,2.241935484,1.0,30.0
2018-05-17,3.5,1,1,4.0,383,rat_pick,2.0,0.0,40.0
2018-05-17,4.5,1,0,3.0,28,bat_and_rat,2.0,0.0,31.0
2018-05-17,4.5,1,0,1.0,54,rat,2.0,0.0,31.0
2018-05-17,4.5,1,0,11.0,348,rat_bat,2.0,0.0,31.0
2018-05-17,4.5,1,0,34.0,378,rat,2.0,0.0,31.0
2018-05-17,4.5,1,1,16.0,529,rat_pick,2.0,0.0,31.0
2018-05-19,2.5,1,1,31.0,126,rat_pick,3.0,1.0,29.0
2018-05-20,2.5,1,0,8.0,624,rat,3.0,1.0,33.0
2018-05-21,5.5,1,1,35.0,455,rat_pick,2.0,0.0,53.0
2018-05-21,7.5,1,1,26.0,271,rat_pick,1.745762712,0.0,37.0
2018-05-21,7.5,1,0,43.0,455,rat_bat_fight,1.745762712,0.0,37.0
2018-05-21,5.5,1,0,34.0,300,fight_rat,2.0,0.0,53.0
2018-05-17,8.0,1,0,14.0,111,rat,1.272727273,2.0,30.0
2018-05-01,5.0,1,0,36.0,0,bat_and_rat,3.0,1.0,45.0
2018-05-01,5.0,0,1,4.0,16,fast,3.0,1.0,45.0
2018-05-01,5.0,1,0,19.0,41,bat_fight,3.0,1.0,45.0
2018-05-01,5.0,1,0,4.0,50,bat_fight,3.0,1.0,45.0
2018-05-01,5.0,1,0,14.0,134,rat,3.0,1.0,45.0
2018-05-01,5.0,1,0,29.0,195,bat_fight,3.0,1.0,45.0
2018-05-01,5.0,0,1,0.095162728,11,fast,3.0,1.0,45.0
2018-05-01,5.0,0,1,3.0,241,fast,3.0,1.0,45.0
2018-05-01,5.0,0,1,0.042360901,250,fast,3.0,1.0,45.0
2018-05-01,5.0,0,1,2.0,271,fast,3.0,1.0,45.0
2018-05-01,5.0,1,0,3.0,276,bat,3.0,1.0,45.0
2018-05-01,5.0,0,1,2.0,304,fast,3.0,1.0,45.0
2018-05-01,5.0,1,0,8.0,352,bat_and_rat,3.0,1.0,45.0
2018-05-01,5.5,1,0,4.0,649,bat,2.930875576,0.0,36.0
2018-05-01,5.5,1,0,30.0,733,rat,2.930875576,0.0,36.0
2018-05-01,5.5,1,0,18.0,819,rat,2.930875576,0.0,36.0
2018-05-01,5.5,0,1,2.0,889,fast,2.930875576,0.0,36.0
2018-05-01,5.5,1,0,8.0,932,bat_fight,2.930875576,0.0,36.0
2018-05-01,5.5,1,0,52.0,938,bat_fight,2.930875576,0.0,36.0
2018-05-01,7.0,0,1,2.0,1,fast,2.0,1.0,48.0
2018-05-01,8.0,0,1,4.0,386,pick,2.0,1.0,12.0
2018-05-01,8.5,1,0,7.0,257,rat,2.0,4.0,6.0
2018-05-01,8.5,0,1,4.0,295,fast,2.0,4.0,6.0
2018-05-01,10.5,1,1,19.0,125,pick_rat_and_bat,2.0,0.0,4.0
2018-05-01,5.0,1,0,1.0,62,rat,3.0,1.0,45.0
2018-05-01,5.0,0,1,5.0,210,pick,3.0,1.0,45.0
2018-05-01,5.0,0,1,2.0,177,fast,3.0,1.0,45.0
2018-05-01,5.5,0,1,13.0,377,fast,2.930875576,0.0,36.0
2018-05-01,5.5,0,1,1.0,915,fast,2.930875576,0.0,36.0
2018-05-01,5.5,1,0,40.0,918,fight_bat,2.930875576,0.0,36.0
2018-05-13,3.0,1,1,8.0,118,rat_pick,3.099320883,3.0,16.0
2018-05-14,6.0,1,0,26.0,482,bat,3.0,1.0,37.0
2018-05-14,10.0,1,0,4.0,11,bat,3.0,2.0,6.0
2018-05-14,8.0,0,1,14.0,140,fast,3.0,1.0,24.0
2018-05-02,-0.0,1,1,6.0,260,pick_rat,3.49122807,2.0,22.0
2018-05-02,0.5,1,0,3.0,9,rat,3.051499717,2.0,31.0
2018-05-02,0.5,1,0,1.0,51,rat,3.051499717,2.0,31.0
2018-05-02,0.5,1,0,1.0,146,rat,3.051499717,2.0,31.0
2018-05-02,1.5,0,1,18.0,89,pick,3.0,2.0,27.0
2018-05-02,1.5,1,0,1.0,124,rat,3.0,2.0,27.0
2018-05-02,1.5,1,0,4.0,317,rat,3.0,2.0,27.0
2018-05-02,2.5,0,1,29.0,348,pick,3.0,2.0,43.0
2018-05-02,3.5,0,1,1.0,293,fast,3.0,5.0,20.0
2018-05-02,4.0,1,1,16.0,5,rat_and_pick,3.0,0.0,32.0
2018-05-02,4.0,0,1,1.0,451,fast,3.0,0.0,32.0
2018-05-02,4.5,0,1,56.0,379,pick,3.0,1.0,47.0
2018-05-03,8.0,1,0,13.0,453,rat,2.0,3.0,25.0
2018-05-03,8.0,1,0,1.0,566,rat_and_bat,2.0,3.0,25.0
2018-05-03,8.0,0,1,1.0,625,fast,2.0,3.0,25.0
2018-05-03,8.5,1,0,20.0,137,rat,2.0,3.0,10.0
